timestamp,equity
2026-07-01 00:00:00+00:00,497.83817290765836
2026-07-01 01:00:00+00:00,488.6685211207299
2026-07-01 02:00:00+00:00,482.12412032525685
2026-07-01 03:00:00+00:00,481.1415571205602
2026-07-01 04:00:00+00:00,478.48329661743486
2026-07-01 05:00:00+00:00,478.48329661743486
2026-07-01 06:00:00+00:00,483.9195613763547
2026-07-01 07:00:00+00:00,482.5192277788115
2026-07-01 08:00:00+00:00,481.4926523574293
2026-07-01 09:00:00+00:00,479.7259179076207
2026-07-01 10:00:00+00:00,480.0730871371477
2026-07-01 11:00:00+00:00,475.9979116632542
2026-07-01 12:00:00+00:00,471.7764433919435
2026-07-01 13:00:00+00:00,468.0217311322939
2026-07-01 14:00:00+00:00,463.764865318038
2026-07-01 15:00:00+00:00,462.3381343462597
2026-07-01 16:00:00+00:00,462.3381343462597
2026-07-01 17:00:00+00:00,462.3381343462597
2026-07-01 18:00:00+00:00,462.3381343462597
2026-07-01 19:00:00+00:00,462.3381343462597
2026-07-01 20:00:00+00:00,462.3381343462597
2026-07-01 21:00:00+00:00,456.5231404483447
2026-07-01 22:00:00+00:00,455.4077037103537
2026-07-01 23:00:00+00:00,455.4077037103537
2026-07-02 00:00:00+00:00,455.4077037103537
2026-07-02 01:00:00+00:00,455.4077037103537
2026-07-02 02:00:00+00:00,455.4077037103537
2026-07-02 03:00:00+00:00,455.4077037103537
2026-07-02 04:00:00+00:00,455.4077037103537
2026-07-02 05:00:00+00:00,455.4077037103537
2026-07-02 06:00:00+00:00,455.4077037103537
2026-07-02 07:00:00+00:00,455.4077037103537
2026-07-02 08:00:00+00:00,455.4077037103537
2026-07-02 09:00:00+00:00,450.34572016347937
2026-07-02 10:00:00+00:00,450.34572016347937
2026-07-02 11:00:00+00:00,450.34572016347937
2026-07-02 12:00:00+00:00,444.47199273085977
2026-07-02 13:00:00+00:00,435.86192023034135
2026-07-02 14:00:00+00:00,432.984828384314
2026-07-02 15:00:00+00:00,432.984828384314
2026-07-02 16:00:00+00:00,432.984828384314
2026-07-02 17:00:00+00:00,432.984828384314
2026-07-02 18:00:00+00:00,432.984828384314
2026-07-02 19:00:00+00:00,432.984828384314
2026-07-02 20:00:00+00:00,432.984828384314
2026-07-02 21:00:00+00:00,432.984828384314
2026-07-02 22:00:00+00:00,432.984828384314
2026-07-02 23:00:00+00:00,432.984828384314
2026-07-03 00:00:00+00:00,432.984828384314
2026-07-03 01:00:00+00:00,432.984828384314
2026-07-03 02:00:00+00:00,432.984828384314
2026-07-03 03:00:00+00:00,432.984828384314
2026-07-03 04:00:00+00:00,432.984828384314
2026-07-03 05:00:00+00:00,432.984828384314
2026-07-03 06:00:00+00:00,432.984828384314
2026-07-03 07:00:00+00:00,432.984828384314
2026-07-03 08:00:00+00:00,432.984828384314
2026-07-03 09:00:00+00:00,432.984828384314
2026-07-03 10:00:00+00:00,432.984828384314
2026-07-03 11:00:00+00:00,431.62035793876476
2026-07-03 12:00:00+00:00,430.83027047002093
2026-07-03 13:00:00+00:00,429.2091661722234
2026-07-03 14:00:00+00:00,425.3020084578655
2026-07-03 15:00:00+00:00,427.02372828123686
2026-07-03 16:00:00+00:00,423.04490400869406
2026-07-03 17:00:00+00:00,421.5850751660752
2026-07-03 18:00:00+00:00,421.5850751660752
2026-07-03 19:00:00+00:00,420.04047190425496
2026-07-03 20:00:00+00:00,415.3963577051297
2026-07-03 21:00:00+00:00,414.3886403102395
2026-07-03 22:00:00+00:00,414.3886403102395
2026-07-03 23:00:00+00:00,414.3886403102395
2026-07-04 00:00:00+00:00,410.7322927500743
2026-07-04 01:00:00+00:00,406.7778586091624
2026-07-04 02:00:00+00:00,406.7778586091624
2026-07-04 03:00:00+00:00,406.7148085715526
2026-07-04 04:00:00+00:00,402.95546643136436
2026-07-04 05:00:00+00:00,397.7402992672744
2026-07-04 06:00:00+00:00,395.6630849904295
2026-07-04 07:00:00+00:00,396.37757897661
2026-07-04 08:00:00+00:00,396.5152499611777
2026-07-04 09:00:00+00:00,393.77314961027787
2026-07-04 10:00:00+00:00,393.77314961027787
2026-07-04 11:00:00+00:00,393.77314961027787
2026-07-04 12:00:00+00:00,392.6316562899398
2026-07-04 13:00:00+00:00,390.5177267051779
2026-07-04 14:00:00+00:00,387.1541169519059
2026-07-04 15:00:00+00:00,383.04550200526467
2026-07-04 16:00:00+00:00,383.04550200526467
2026-07-04 17:00:00+00:00,377.95540381560886
2026-07-04 18:00:00+00:00,377.95540381560886
2026-07-04 19:00:00+00:00,376.97660628208877
2026-07-04 20:00:00+00:00,376.97660628208877
2026-07-04 21:00:00+00:00,375.5063982195387
2026-07-04 22:00:00+00:00,375.5063982195387
2026-07-04 23:00:00+00:00,375.5063982195387
2026-07-05 00:00:00+00:00,375.5063982195387
2026-07-05 01:00:00+00:00,379.0121661603367
2026-07-05 02:00:00+00:00,374.4627881443319
2026-07-05 03:00:00+00:00,374.4627881443319
2026-07-05 04:00:00+00:00,374.6788922419269
2026-07-05 05:00:00+00:00,372.7075486684307
2026-07-05 06:00:00+00:00,372.7075486684307
2026-07-05 07:00:00+00:00,369.37528750581833
2026-07-05 08:00:00+00:00,367.9490937694731
2026-07-05 09:00:00+00:00,367.0073562854327
2026-07-05 10:00:00+00:00,367.0073562854327
2026-07-05 11:00:00+00:00,365.4468412000601
2026-07-05 12:00:00+00:00,364.1858872312243
2026-07-05 13:00:00+00:00,362.74432313081394
2026-07-05 14:00:00+00:00,361.2291517075417
2026-07-05 15:00:00+00:00,360.49660900763075
2026-07-05 16:00:00+00:00,358.3896913331486
2026-07-05 17:00:00+00:00,355.7634068676319
2026-07-05 18:00:00+00:00,355.9637070753178
2026-07-05 19:00:00+00:00,353.65565871097687
2026-07-05 20:00:00+00:00,350.4371046850174
2026-07-05 21:00:00+00:00,346.10276165456924
2026-07-05 22:00:00+00:00,340.87167879718095
2026-07-05 23:00:00+00:00,339.65577704169743
2026-07-06 00:00:00+00:00,339.65577704169743
2026-07-06 01:00:00+00:00,339.65577704169743
2026-07-06 02:00:00+00:00,339.65577704169743
2026-07-06 03:00:00+00:00,339.65577704169743
2026-07-06 04:00:00+00:00,339.65577704169743
2026-07-06 05:00:00+00:00,344.8412072287671
2026-07-06 06:00:00+00:00,344.8412072287671
2026-07-06 07:00:00+00:00,343.30015413456334
2026-07-06 08:00:00+00:00,342.61352530905873
2026-07-06 09:00:00+00:00,338.96205514315136
2026-07-06 10:00:00+00:00,338.96205514315136
2026-07-06 11:00:00+00:00,338.2414702213394
2026-07-06 12:00:00+00:00,334.8027251829927
2026-07-06 13:00:00+00:00,325.79235880900274
2026-07-06 14:00:00+00:00,325.79235880900274
2026-07-06 15:00:00+00:00,328.96304215518404
2026-07-06 16:00:00+00:00,326.0756778165152
2026-07-06 17:00:00+00:00,322.6213135714303
2026-07-06 18:00:00+00:00,322.6213135714303
2026-07-06 19:00:00+00:00,322.6213135714303
2026-07-06 20:00:00+00:00,322.6213135714303
2026-07-06 21:00:00+00:00,321.67523389086244
2026-07-06 22:00:00+00:00,321.67523389086244
2026-07-06 23:00:00+00:00,321.67523389086244
2026-07-07 00:00:00+00:00,321.67523389086244
2026-07-07 01:00:00+00:00,321.67523389086244
2026-07-07 02:00:00+00:00,321.67523389086244
2026-07-07 03:00:00+00:00,321.67523389086244
2026-07-07 04:00:00+00:00,321.67523389086244
2026-07-07 05:00:00+00:00,333.74779595220775
2026-07-07 06:00:00+00:00,333.74779595220775
2026-07-07 07:00:00+00:00,333.74779595220775
2026-07-07 08:00:00+00:00,333.74779595220775
2026-07-07 09:00:00+00:00,333.74779595220775
2026-07-07 10:00:00+00:00,333.74779595220775
2026-07-07 11:00:00+00:00,333.74779595220775
2026-07-07 12:00:00+00:00,335.69097513400436
2026-07-07 13:00:00+00:00,335.1380956467245
2026-07-07 14:00:00+00:00,334.947473320866
2026-07-07 15:00:00+00:00,329.983173544057
2026-07-07 16:00:00+00:00,328.7422190656948
2026-07-07 17:00:00+00:00,327.7672171800052
2026-07-07 18:00:00+00:00,327.7672171800052
2026-07-07 19:00:00+00:00,328.98311334229123
2026-07-07 20:00:00+00:00,328.062477214133
2026-07-07 21:00:00+00:00,329.9446372521761
2026-07-07 22:00:00+00:00,330.1226749419505
2026-07-07 23:00:00+00:00,326.87708371838045
2026-07-08 00:00:00+00:00,322.1671147652995
2026-07-08 01:00:00+00:00,320.7581811223643
2026-07-08 02:00:00+00:00,317.6540124792993
2026-07-08 03:00:00+00:00,317.3865845157623
2026-07-08 04:00:00+00:00,315.7625394425196
2026-07-08 05:00:00+00:00,311.8718871991963
2026-07-08 06:00:00+00:00,309.3953260874196
2026-07-08 07:00:00+00:00,309.3953260874196
2026-07-08 08:00:00+00:00,304.62669608430605
2026-07-08 09:00:00+00:00,302.3565248113385
2026-07-08 10:00:00+00:00,302.3565248113385
2026-07-08 11:00:00+00:00,302.3565248113385
2026-07-08 12:00:00+00:00,302.3565248113385
2026-07-08 13:00:00+00:00,300.13825760993103
2026-07-08 14:00:00+00:00,300.13825760993103
2026-07-08 15:00:00+00:00,297.96630076342757
2026-07-08 16:00:00+00:00,297.96630076342757
2026-07-08 17:00:00+00:00,302.1161956339452
2026-07-08 18:00:00+00:00,301.1040961574332
2026-07-08 19:00:00+00:00,301.1040961574332
2026-07-08 20:00:00+00:00,299.28927343911744
2026-07-08 21:00:00+00:00,297.81107242664456
2026-07-08 22:00:00+00:00,298.9000991816134
2026-07-08 23:00:00+00:00,296.8513254503872
2026-07-09 00:00:00+00:00,296.6238625910845
2026-07-09 01:00:00+00:00,292.4878197639196
2026-07-09 02:00:00+00:00,287.797687594413
2026-07-09 03:00:00+00:00,287.797687594413
2026-07-09 04:00:00+00:00,286.2076921290559
2026-07-09 05:00:00+00:00,282.8201183734366
2026-07-09 06:00:00+00:00,277.75349685690713
2026-07-09 07:00:00+00:00,275.93370998482965
2026-07-09 08:00:00+00:00,275.93370998482965
2026-07-09 09:00:00+00:00,275.93370998482965
2026-07-09 10:00:00+00:00,275.93370998482965
2026-07-09 11:00:00+00:00,275.93370998482965
2026-07-09 12:00:00+00:00,280.78011978100966
2026-07-09 13:00:00+00:00,278.4435815175409
2026-07-09 14:00:00+00:00,278.4435815175409
2026-07-09 15:00:00+00:00,276.1885641825397
2026-07-09 16:00:00+00:00,279.18184557955914
2026-07-09 17:00:00+00:00,272.58251185307563
2026-07-09 18:00:00+00:00,270.96499373585056
2026-07-09 19:00:00+00:00,270.96499373585056
2026-07-09 20:00:00+00:00,270.96499373585056
2026-07-09 21:00:00+00:00,270.96499373585056
2026-07-09 22:00:00+00:00,270.96499373585056
2026-07-09 23:00:00+00:00,270.96499373585056
2026-07-10 00:00:00+00:00,270.96499373585056
2026-07-10 01:00:00+00:00,267.7490599765772
2026-07-10 02:00:00+00:00,265.79610944388446
2026-07-10 03:00:00+00:00,264.9622498667862
2026-07-10 04:00:00+00:00,262.66327806407406
2026-07-10 05:00:00+00:00,261.1007917651207
2026-07-10 06:00:00+00:00,261.1007917651207
2026-07-10 07:00:00+00:00,261.1007917651207
2026-07-10 08:00:00+00:00,258.4929036963932
2026-07-10 09:00:00+00:00,256.806087766976
2026-07-10 10:00:00+00:00,255.26230805816988
2026-07-10 11:00:00+00:00,255.26230805816988
2026-07-10 12:00:00+00:00,254.5128267330554
2026-07-10 13:00:00+00:00,253.69703475866015
2026-07-10 14:00:00+00:00,255.73348547316365
2026-07-10 15:00:00+00:00,254.75405100277385
2026-07-10 16:00:00+00:00,254.70018605128018
2026-07-10 17:00:00+00:00,252.5273979807081
2026-07-10 18:00:00+00:00,249.66229154015394
2026-07-10 19:00:00+00:00,249.1242963162851
2026-07-10 20:00:00+00:00,245.629396952189
2026-07-10 21:00:00+00:00,246.75833116770048
2026-07-10 22:00:00+00:00,244.20729458695308
2026-07-10 23:00:00+00:00,242.5847920488672
2026-07-11 00:00:00+00:00,240.75152669088138
2026-07-11 01:00:00+00:00,236.97556052957756
2026-07-11 02:00:00+00:00,235.92142302704642
