start,end,bars,final,peak,mult_final,mult_peak,hit_10000x,trades,pf,mdd,liq,bars_to_target
2021-08-04 00:00:00+00:00,2021-10-03 00:00:00+00:00,86401,0.007215528029617446,100.0,7.215528029617446e-05,1.0,False,23,0.08758462312674847,-99.99278447197038,1,-1.0
2021-09-03 00:00:00+00:00,2021-11-02 00:00:00+00:00,86401,4.912218529680258e-12,100.0,4.9122185296802587e-14,1.0,False,37,0.052422040780562014,-99.9999999999951,5,-1.0
2021-10-03 00:00:00+00:00,2021-12-02 00:00:00+00:00,86401,3.606070074353972e-11,100.0,3.6060700743539723e-13,1.0,False,32,4.279037371476463e-06,-99.99999999996393,5,-1.0
2021-11-02 00:00:00+00:00,2022-01-01 00:00:00+00:00,86401,0.04103591999783361,100.0,0.0004103591999783361,1.0,False,22,0.018511550015786797,-99.96031808849625,1,-1.0
2021-12-02 00:00:00+00:00,2022-01-31 00:00:00+00:00,86401,0.169363958863893,340.2664332080369,0.00169363958863893,3.402664332080369,False,19,0.7516252548079934,-99.95022607511793,0,-1.0
2022-01-01 00:00:00+00:00,2022-03-02 00:00:00+00:00,86401,0.0004913581929371321,100.0,4.913581929371321e-06,1.0,False,25,0.0016061067260219452,-99.99966220292059,1,-1.0
2022-01-31 00:00:00+00:00,2022-04-01 00:00:00+00:00,86401,2.0270836573747102e-05,100.0,2.0270836573747103e-07,1.0,False,29,0.098518304885757,-99.99997972916343,2,-1.0
2022-03-02 00:00:00+00:00,2022-05-01 00:00:00+00:00,86401,0.0021135640096072187,100.0,2.113564009607219e-05,1.0,False,22,0.07901632450428243,-99.9978864359904,1,-1.0
2022-04-01 00:00:00+00:00,2022-05-31 00:00:00+00:00,86401,0.0013720538195222212,100.0,1.3720538195222211e-05,1.0,False,22,0.042281519358642695,-99.99862794618048,1,-1.0
2022-05-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,86401,3.2762787061307176e-05,200.29788989124208,3.276278706130718e-07,2.0029788989124206,False,25,0.5592362220124233,-99.99998923928926,2,-1.0
2022-05-31 00:00:00+00:00,2022-07-30 00:00:00+00:00,86401,0.026637134384852455,100.0,0.0002663713438485246,1.0,False,24,0.0047617516832379626,-99.97336286561514,1,-1.0
2022-06-30 00:00:00+00:00,2022-08-29 00:00:00+00:00,86401,0.008943812264111372,429.94459237470437,8.943812264111373e-05,4.299445923747044,False,20,0.7928371005026826,-99.99861692537823,2,-1.0
2022-07-30 00:00:00+00:00,2022-09-28 00:00:00+00:00,86401,8.879200160577909e-06,100.0,8.879200160577909e-08,1.0,False,22,0.02777086321230217,-99.99999112079983,3,-1.0
2022-08-29 00:00:00+00:00,2022-10-28 00:00:00+00:00,86401,0.005715992279454125,100.0,5.715992279454125e-05,1.0,False,20,0.033395754651646035,-99.9953956110152,1,-1.0
2022-09-28 00:00:00+00:00,2022-11-27 00:00:00+00:00,86401,0.11676966115802387,100.0,0.0011676966115802387,1.0,False,19,0.0337846872034084,-99.88323033884198,0,-1.0
2022-10-28 00:00:00+00:00,2022-12-27 00:00:00+00:00,86401,0.0995958224971626,100.0,0.000995958224971626,1.0,False,17,0.0,-99.90040417750284,0,-1.0
2022-11-27 00:00:00+00:00,2023-01-26 00:00:00+00:00,86401,0.1954593120851217,100.0,0.001954593120851217,1.0,False,16,0.0,-99.80454068791488,0,-1.0
2022-12-27 00:00:00+00:00,2023-02-25 00:00:00+00:00,86401,0.019383512108970873,100.0,0.00019383512108970874,1.0,False,26,0.00015305201679771755,-99.98061648789103,0,-1.0
2023-01-26 00:00:00+00:00,2023-03-27 00:00:00+00:00,86401,0.0016686537165283804,100.0,1.6686537165283804e-05,1.0,False,27,0.052372518914463484,-99.99833134628348,1,-1.0
2023-02-25 00:00:00+00:00,2023-04-26 00:00:00+00:00,86401,0.03690366482198573,323.4207322162979,0.00036903664821985734,3.234207322162979,False,21,0.7403992440593115,-99.98858957971893,1,-1.0
2023-03-27 00:00:00+00:00,2023-05-26 00:00:00+00:00,86401,31.790607536760056,266.1097240341749,0.31790607536760057,2.661097240341749,False,17,0.8218371375606707,-91.46735938214577,0,-1.0
2023-04-26 00:00:00+00:00,2023-06-25 00:00:00+00:00,86401,19.490864915595715,311.79940715865433,0.19490864915595715,3.1179940715865433,False,15,0.8237369474412203,-93.74890892410257,0,-1.0
2023-05-26 00:00:00+00:00,2023-07-25 00:00:00+00:00,86401,4.162814772709928,179.7059344071529,0.04162814772709928,1.797059344071529,False,13,0.45405330937000143,-97.68354073200588,0,-1.0
2023-06-25 00:00:00+00:00,2023-08-24 00:00:00+00:00,86401,27.533247739555794,100.0,0.27533247739555794,1.0,False,8,0.15084838081984622,-85.34018027358887,0,-1.0
2023-07-25 00:00:00+00:00,2023-09-23 00:00:00+00:00,86401,17.289155917434886,136.23023222758243,0.17289155917434887,1.3623023222758244,False,8,0.4350605548755005,-87.30886996613783,0,-1.0
2023-08-24 00:00:00+00:00,2023-10-23 00:00:00+00:00,86401,0.20389581152765635,100.0,0.0020389581152765635,1.0,False,11,0.0015819975437883743,-99.95423153725554,1,-1.0
2023-09-23 00:00:00+00:00,2023-11-22 00:00:00+00:00,86401,1.1803382327606107e-05,100.0,1.1803382327606106e-07,1.0,False,15,0.012610688620408053,-99.99998819661768,3,-1.0
2023-10-23 00:00:00+00:00,2023-12-22 00:00:00+00:00,86401,0.00018059306644205362,100.0,1.8059306644205362e-06,1.0,False,15,0.019054455986625,-99.99983015918195,2,-1.0
2023-11-22 00:00:00+00:00,2024-01-21 00:00:00+00:00,86401,0.0003797393192023168,100.0,3.7973931920231678e-06,1.0,False,12,0.014424225197034507,-99.9996202606808,2,-1.0
2023-12-22 00:00:00+00:00,2024-02-20 00:00:00+00:00,86401,0.00026822729762082816,100.0,2.6822729762082815e-06,1.0,False,12,0.0,-99.99973177270238,2,-1.0
2024-01-21 00:00:00+00:00,2024-03-21 00:00:00+00:00,86401,0.033009246641798023,100.0,0.00033009246641798023,1.0,False,22,0.15957235070226472,-99.9669907533582,0,-1.0
2024-02-20 00:00:00+00:00,2024-04-20 00:00:00+00:00,86401,0.0001917074231514563,209.31856322644404,1.9170742315145632e-06,2.0931856322644404,False,29,0.522414712986609,-99.99992257485897,1,-1.0
2024-03-21 00:00:00+00:00,2024-05-20 00:00:00+00:00,86401,0.08761087926289819,100.0,0.0008761087926289819,1.0,False,19,0.2640575423771223,-99.96464007402281,1,-1.0
2024-04-20 00:00:00+00:00,2024-06-19 00:00:00+00:00,86401,39.21359593098856,161.1820715531295,0.3921359593098856,1.6118207155312951,False,11,0.7265434227457825,-75.67124212194852,0,-1.0
