strategy,side,entry_time,entry_price,exit_time,exit_price,bars_held,gross_pnl,fee,net_pnl,return_pct,exit_reason,partial
rsi_reversion,1,2021-08-06 02:18:00+00:00,40319.281525,2021-08-06 02:19:00+00:00,40230.596038050004,1,-1.0997900209978595,0.4,-1.4997900209978594,-0.2199580041995719,sl,False
rsi_reversion,1,2021-08-06 03:45:00+00:00,40303.039901000004,2021-08-06 03:47:00+00:00,40214.390138802,2,-1.099790020997915,0.4,-1.499790020997915,-0.219958004199583,sl,False
rsi_reversion,1,2021-08-06 03:50:00+00:00,40201.229720999996,2021-08-06 03:52:00+00:00,40241.42210733481,2,0.49989001099903785,0.4,0.09989001099903783,0.09997800219980757,tp,False
rsi_reversion,1,2021-08-06 04:22:00+00:00,40037.553355000004,2021-08-06 04:23:00+00:00,40077.5921119728,1,0.5000150311107454,0.4,0.10001503111074539,0.10000300622214908,tp,False
rsi_reversion,1,2021-08-06 11:05:00+00:00,40523.861980999995,2021-08-06 11:06:00+00:00,40564.376928622805,1,0.49989001099903785,0.4,0.09989001099903783,0.09997800219980757,tp,False
rsi_reversion,1,2021-08-06 11:07:00+00:00,40573.366931,2021-08-06 11:11:00+00:00,40613.9413836816,4,0.5000133800899809,0.4,0.10001338008998084,0.10000267601799617,tp,False
rsi_reversion,1,2021-08-06 18:16:00+00:00,42769.946567,2021-08-06 18:18:00+00:00,42812.7071051196,2,0.4998900109989268,0.4,0.0998900109989268,0.09997800219978537,tp,False
rsi_reversion,1,2021-08-06 20:29:00+00:00,42591.098684,2021-08-06 20:29:00+00:00,42633.680413579204,0,0.49989001099903785,0.4,0.09989001099903783,0.09997800219980757,tp,False
rsi_reversion,1,2021-08-06 21:59:00+00:00,42464.235999,2021-08-06 22:00:00+00:00,42506.6908938012,1,0.4998900109989268,0.4,0.0998900109989268,0.09997800219978537,tp,False
rsi_reversion,1,2021-08-07 00:09:00+00:00,42670.86666,2021-08-07 00:09:00+00:00,42713.528140008006,0,0.4998900109989268,0.4,0.0998900109989268,0.09997800219978537,tp,False
rsi_reversion,1,2021-08-07 03:21:00+00:00,43099.319501,2021-08-07 03:24:00+00:00,43142.40933959881,3,0.49989001099903785,0.4,0.09989001099903783,0.09997800219980757,tp,False
rsi_reversion,1,2021-08-07 04:51:00+00:00,43469.74654,2021-08-07 04:51:00+00:00,43374.13135308,0,-1.0997900209978595,0.4,-1.4997900209978594,-0.2199580041995719,sl,False
rsi_reversion,1,2021-08-07 06:37:00+00:00,43115.601129,2021-08-07 06:41:00+00:00,43158.717256644006,4,0.5000061058525462,0.4,0.10000610585254621,0.10000122117050925,tp,False
rsi_reversion,1,2021-08-07 12:44:00+00:00,43865.736135,2021-08-07 12:44:00+00:00,43766.70529176,0,-1.1287949543947184,0.4,-1.5287949543947184,-0.2257589908789437,sl,False
rsi_reversion,1,2021-08-07 13:04:00+00:00,43229.272495,2021-08-07 13:04:00+00:00,43272.48224700721,0,0.4997742214168932,0.4,0.09977422141689318,0.09995484428337864,tp,False
rsi_reversion,1,2021-08-07 13:05:00+00:00,43327.802347,2021-08-07 13:06:00+00:00,43370.7602222268,1,0.4957310652726754,0.4,0.09573106527267539,0.09914621305453508,tp,False
rsi_reversion,1,2021-08-07 13:50:00+00:00,43338.973464,2021-08-07 13:50:00+00:00,43382.44305782641,0,0.5015069618863333,0.4,0.10150696188633324,0.10030139237726665,tp,False
rsi_reversion,1,2021-08-07 15:06:00+00:00,43378.887455000004,2021-08-07 15:07:00+00:00,43422.2668110528,1,0.5000054012196387,0.4,0.10000540121963863,0.10000108024392773,tp,False
rsi_reversion,1,2021-08-07 15:51:00+00:00,43411.380704,2021-08-07 15:54:00+00:00,43315.89389740801,3,-1.0997900209978595,0.4,-1.4997900209978594,-0.2199580041995719,sl,False
rsi_reversion,1,2021-08-07 16:08:00+00:00,42781.877759999996,2021-08-07 16:08:00+00:00,42829.60567109401,0,0.5578052389584309,0.4,0.1578052389584309,0.11156104779168619,tp,False
rsi_reversion,1,2021-08-07 16:09:00+00:00,42836.173189,2021-08-07 16:09:00+00:00,42878.999939173205,0,0.4998900109989268,0.4,0.0998900109989268,0.09997800219978537,tp,False
rsi_reversion,1,2021-08-07 19:44:00+00:00,43497.449309999996,2021-08-07 19:45:00+00:00,43401.77318862,1,-1.0997900209978595,0.4,-1.4997900209978594,-0.2199580041995719,sl,False
rsi_reversion,1,2021-08-07 22:01:00+00:00,43562.985862999994,2021-08-07 22:01:00+00:00,43606.52925496561,0,0.4997751084205859,0.4,0.0997751084205859,0.09995502168411718,tp,False
rsi_reversion,1,2021-08-07 22:02:00+00:00,43703.619925,2021-08-07 22:02:00+00:00,43747.31393109,0,0.4998900109989268,0.4,0.0998900109989268,0.09997800219978537,tp,False
rsi_reversion,1,2021-08-08 00:33:00+00:00,44285.92815,2021-08-08 00:33:00+00:00,44331.555821058006,0,0.5151486370960079,0.4,0.11514863709600787,0.10302972741920158,tp,False
